,Title,Authors,Avg Ratings,Ratings,Published_year,Pages
1049,"The Color of Magic (Discworld, #1; Rincewind, #1)",Terry Pratchett,4.0,376705,1983,228.0
1050,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,4.43,3730716,1998,341.0
1051,"The Hobbit (The Lord of the Rings, #0)",J.R.R. Tolkien,4.28,3781804,1937,366.0
1052,Harry Potter and the Half-Blood Prince (Harry Potter #6),J.K. Rowling,4.58,3140961,2005,652.0
1053,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,4.44,2409554,1996,835.0
1054,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,4.39,2738000,1954,432.0
1055,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,4.2,1847530,2015,419.0
1056,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,4.41,909980,1998,784.0
1057,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,4.48,923793,1954,448.0
1058,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,4.52,921142,2007,662.0
1059,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,4.56,859338,1955,432.0
1060,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,4.49,874246,2015,465.0
1061,"The Final Empire (Mistborn, #1)",Brandon Sanderson,4.47,629105,2006,537.0
1062,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,4.3,2796928,2005,377.0
1063,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,4.23,2681223,1950,206.0
1064,"Shadow and Bone (The Shadow and Bone Trilogy, #1)",Leigh Bardugo,3.94,909466,2012,358.0
1065,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,4.54,757980,2000,1177.0
1066,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,4.19,1182547,2012,432.0
1067,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,4.16,712480,2005,1060.0
1068,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,4.02,1488947,1995,399.0
1069,"Eragon (The Inheritance Cycle, #1)",Christopher Paolini,3.94,1712396,2002,503.0
1070,"The Cruel Prince (The Folk of the Air, #1)",Holly Black,4.06,1034909,2018,370.0
1071,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,4.64,1358088,2016,624.0
1072,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,4.33,635953,2011,1125.0
1073,American Gods (Kindle Edition),Neil Gaiman,4.11,903828,2001,635.0
1074,The Night Circus (Hardcover),Erin Morgenstern,4.02,931026,2011,400.0
1075,"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,4.08,1951759,2007,485.0
1076,"Twilight (The Twilight Saga, #1)",Stephenie Meyer,3.64,6305687,2005,498.0
1077,"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,4.06,334081,2015,400.0
1078,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,4.65,454838,2010,1007.0
1079,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch (Mass Market Paperback)",Terry Pratchett,4.25,710830,1990,491.0
1080,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,4.46,1107675,2017,703.0
1081,"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,4.6,590485,2016,561.0
1082,Stardust (Paperback),Neil Gaiman,4.1,438109,1999,248.0
1083,"Neverwhere (London Below, #1)",Neil Gaiman,4.17,514230,1996,370.0
1084,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,4.24,1077147,2006,448.0
1085,"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,4.35,770124,2013,432.0
1086,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,4.55,535378,2011,994.0
1087,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,4.38,429766,2007,578.0
1088,"Siege and Storm (The Shadow and Bone Trilogy, #2)",Leigh Bardugo,3.82,573574,2013,435.0
1089,The Lord of the Rings (Paperback),J.R.R. Tolkien,4.52,657986,1955,1216.0
1090,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,4.18,309215,1995,435.0
1091,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,4.3,284548,2006,752.0
1092,"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",J.K. Rowling,3.5,976134,2016,343.0
1093,The Ocean at the End of the Lane (Paperback),Neil Gaiman,4.02,596650,2013,195.0
1094,"The Titan's Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,4.36,974146,2007,320.0
1095,"Red Queen (Red Queen, #1)",Victoria Aveyard,4.01,945438,2015,388.0
1096,"Graceling (Graceling Realm, #1)",Kristin Cashore,4.07,451283,2008,471.0
1097,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,4.53,392955,2008,572.0
1098,Uprooted (Hardcover),Naomi Novik,4.04,227950,2015,438.0
1099,"The Color of Magic (Discworld, #1; Rincewind, #1)",Terry Pratchett,4.0,376705,1983,228.0
1100,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,4.43,3730716,1998,341.0
1101,"The Hobbit (The Lord of the Rings, #0)",J.R.R. Tolkien,4.28,3781804,1937,366.0
1102,Harry Potter and the Half-Blood Prince (Harry Potter #6),J.K. Rowling,4.58,3140961,2005,652.0
1103,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,4.44,2409554,1996,835.0
1104,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,4.39,2738000,1954,432.0
1105,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,4.2,1847530,2015,419.0
1106,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,4.41,909980,1998,784.0
1107,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,4.48,923793,1954,448.0
1108,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,4.52,921142,2007,662.0
1109,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,4.56,859338,1955,432.0
1110,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,4.49,874246,2015,465.0
1111,"The Final Empire (Mistborn, #1)",Brandon Sanderson,4.47,629105,2006,537.0
1112,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,4.3,2796928,2005,377.0
1113,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,4.23,2681223,1950,206.0
1114,"Shadow and Bone (The Shadow and Bone Trilogy, #1)",Leigh Bardugo,3.94,909466,2012,358.0
1115,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,4.54,757980,2000,1177.0
1116,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,4.19,1182547,2012,432.0
1117,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,4.16,712480,2005,1060.0
1118,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,4.02,1488947,1995,399.0
1119,"Eragon (The Inheritance Cycle, #1)",Christopher Paolini,3.94,1712396,2002,503.0
1120,"The Cruel Prince (The Folk of the Air, #1)",Holly Black,4.06,1034909,2018,370.0
1121,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,4.64,1358088,2016,624.0
1122,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,4.33,635953,2011,1125.0
1123,American Gods (Kindle Edition),Neil Gaiman,4.11,903828,2001,635.0
1124,The Night Circus (Hardcover),Erin Morgenstern,4.02,931026,2011,400.0
1125,"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,4.08,1951759,2007,485.0
1126,"Twilight (The Twilight Saga, #1)",Stephenie Meyer,3.64,6305687,2005,498.0
1127,"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,4.06,334081,2015,400.0
1128,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,4.65,454838,2010,1007.0
1129,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch (Mass Market Paperback)",Terry Pratchett,4.25,710830,1990,491.0
1130,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,4.46,1107675,2017,703.0
1131,"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,4.6,590485,2016,561.0
1132,Stardust (Paperback),Neil Gaiman,4.1,438109,1999,248.0
1133,"Neverwhere (London Below, #1)",Neil Gaiman,4.17,514230,1996,370.0
1134,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,4.24,1077147,2006,448.0
1135,"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,4.35,770124,2013,432.0
1136,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,4.55,535378,2011,994.0
1137,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,4.38,429766,2007,578.0
1138,"Siege and Storm (The Shadow and Bone Trilogy, #2)",Leigh Bardugo,3.82,573574,2013,435.0
1139,The Lord of the Rings (Paperback),J.R.R. Tolkien,4.52,657986,1955,1216.0
1140,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,4.18,309215,1995,435.0
1141,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,4.3,284548,2006,752.0
1142,"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",J.K. Rowling,3.5,976134,2016,343.0
1143,The Ocean at the End of the Lane (Paperback),Neil Gaiman,4.02,596650,2013,195.0
1144,"The Titan's Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,4.36,974146,2007,320.0
1145,"Red Queen (Red Queen, #1)",Victoria Aveyard,4.01,945438,2015,388.0
1146,"Graceling (Graceling Realm, #1)",Kristin Cashore,4.07,451283,2008,471.0
1147,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,4.53,392955,2008,572.0
1148,Uprooted (Hardcover),Naomi Novik,4.04,227950,2015,438.0
1149,"The Color of Magic (Discworld, #1; Rincewind, #1)",Terry Pratchett,4.0,376705,1983,228.0
1150,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,4.43,3730716,1998,341.0
1151,"The Hobbit (The Lord of the Rings, #0)",J.R.R. Tolkien,4.28,3781804,1937,366.0
1152,Harry Potter and the Half-Blood Prince (Harry Potter #6),J.K. Rowling,4.58,3140961,2005,652.0
1153,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,4.44,2409554,1996,835.0
1154,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,4.39,2738000,1954,432.0
1155,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,4.2,1847530,2015,419.0
1156,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,4.41,909980,1998,784.0
1157,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,4.48,923793,1954,448.0
1158,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,4.52,921142,2007,662.0
1159,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,4.56,859338,1955,432.0
1160,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,4.49,874246,2015,465.0
1161,"The Final Empire (Mistborn, #1)",Brandon Sanderson,4.47,629105,2006,537.0
1162,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,4.3,2796928,2005,377.0
1163,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,4.23,2681223,1950,206.0
1164,"Shadow and Bone (The Shadow and Bone Trilogy, #1)",Leigh Bardugo,3.94,909466,2012,358.0
1165,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,4.54,757980,2000,1177.0
1166,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,4.19,1182547,2012,432.0
1167,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,4.16,712480,2005,1060.0
1168,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,4.02,1488947,1995,399.0
1169,"Eragon (The Inheritance Cycle, #1)",Christopher Paolini,3.94,1712396,2002,503.0
1170,"The Cruel Prince (The Folk of the Air, #1)",Holly Black,4.06,1034909,2018,370.0
1171,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,4.64,1358088,2016,624.0
1172,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,4.33,635953,2011,1125.0
1173,American Gods (Kindle Edition),Neil Gaiman,4.11,903828,2001,635.0
1174,The Night Circus (Hardcover),Erin Morgenstern,4.02,931026,2011,400.0
1175,"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,4.08,1951759,2007,485.0
1176,"Twilight (The Twilight Saga, #1)",Stephenie Meyer,3.64,6305687,2005,498.0
1177,"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,4.06,334081,2015,400.0
1178,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,4.65,454838,2010,1007.0
1179,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch (Mass Market Paperback)",Terry Pratchett,4.25,710830,1990,491.0
1180,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,4.46,1107675,2017,703.0
1181,"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,4.6,590485,2016,561.0
1182,Stardust (Paperback),Neil Gaiman,4.1,438109,1999,248.0
1183,"Neverwhere (London Below, #1)",Neil Gaiman,4.17,514230,1996,370.0
1184,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,4.24,1077147,2006,448.0
1185,"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,4.35,770124,2013,432.0
1186,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,4.55,535378,2011,994.0
1187,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,4.38,429766,2007,578.0
1188,"Siege and Storm (The Shadow and Bone Trilogy, #2)",Leigh Bardugo,3.82,573574,2013,435.0
1189,The Lord of the Rings (Paperback),J.R.R. Tolkien,4.52,657986,1955,1216.0
1190,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,4.18,309215,1995,435.0
1191,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,4.3,284548,2006,752.0
1192,"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",J.K. Rowling,3.5,976134,2016,343.0
1193,The Ocean at the End of the Lane (Paperback),Neil Gaiman,4.02,596650,2013,195.0
1194,"The Titan's Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,4.36,974146,2007,320.0
1195,"Red Queen (Red Queen, #1)",Victoria Aveyard,4.01,945438,2015,388.0
1196,"Graceling (Graceling Realm, #1)",Kristin Cashore,4.07,451283,2008,471.0
1197,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,4.53,392955,2008,572.0
1198,Uprooted (Hardcover),Naomi Novik,4.04,227950,2015,438.0
1199,"The Color of Magic (Discworld, #1; Rincewind, #1)",Terry Pratchett,4.0,376705,1983,228.0
